parcelle,id,disposition,date,nature,codecommune,departement,type,surface,piece,prix,latitude,longitude,surface_calc
35334000AR0048,2022-601026,1,2022-10-21,Vente,35334,35,Maison,37,1,715000,"","",37
35253000AB7035,2022-601028,2,2022-10-11,Vente,35253,35,Maison,138,4,150000,48.2617580,-1.4020160,138
35155000ZB0280,2022-601030,1,2022-10-21,Vente,35155,35,Maison,77,4,132000,47.8679740,-1.8821940,77
352110000L1269,2022-601033,1,2022-10-06,Vente,35211,35,Maison,77,4,70000,48.0022510,-2.2261170,77
35168000XM0275,2022-601035,1,2022-10-06,Vente,35168,35,Maison,90,5,183300,47.8928670,-2.0085320,90
35223000XI0099,2022-601036,1,2022-10-06,Vente,35223,35,Maison,55,3,38000,47.9594720,-2.1026680,55
35238000BE0233,2022-601037,1,2022-10-21,Vente,35238,35,Appartement,20,1,103000,48.1176460,-1.6768330,20
35154000ZS0045,2022-601042,1,2022-10-21,Vente,35154,35,Maison,85,1,278150,48.2243080,-1.2942730,85
352030000A0479,2022-601045,1,2022-10-27,Vente,35203,35,Maison,130,5,445000,48.1691070,-1.9630090,130
350420000B1564,2022-601046,1,2022-10-24,Vente,35042,35,Maison,124,6,217000,48.0072540,-1.0867690,124
35238000AX0102,2022-601055,1,2022-10-07,Vente,35238,35,Appartement,67,3,251604,48.1256110,-1.6564430,67
35238000DK0032,2022-601062,1,2022-10-13,Vente,35238,35,Appartement,20,1,450000,48.1073050,-1.6886830,20
35297000AD0625,2022-601065,1,2022-10-26,Vente,35297,35,Appartement,42,1,98150,48.1887360,-2.1864840,42
350230000F1029,2022-601066,1,2022-10-24,Vente,35023,35,Maison,126,5,278800,48.1750370,-1.9330380,126
35051000AR0123,2022-601069,1,2022-10-31,Vente,35051,35,Maison,44,3,9e+05,48.1163210,-1.6046160,44
353310000A0771,2022-601070,1,2022-10-19,Vente,35331,35,Maison,67,4,150000,48.1067440,-1.9244740,67
35238000AY0091,2022-601071,1,2022-11-03,Vente,35238,35,Appartement,43,2,135000,48.1222020,-1.6538080,43
35238000BZ0485,2022-601074,1,2022-10-07,Vente,35238,35,Appartement,51,3,126500,48.1024690,-1.6613310,51
35150000AN0080,2022-601075,1,2022-10-21,Vente,35150,35,Maison,130,5,315000,48.3599250,-1.2223300,130
35238000KO0119,2022-601079,1,2022-10-24,Vente,35238,35,Maison,167,9,620000,48.0991790,-1.6423540,167
35194000ZK0182,2022-601080,1,2022-10-21,Vente,35194,35,Maison,109,5,220000,48.1497100,-1.2372100,109
35168000YD0151,2022-601081,1,2022-10-25,Vente,35168,35,Maison,96,5,215200,47.9234560,-1.9629080,96
35090000ZA0490,2022-601082,1,2022-10-04,Vente,35090,35,Maison,113,5,2e+05,47.9399980,-1.6502990,113
35228000AH0217,2022-601084,1,2022-10-25,Vente,35228,35,Maison,80,5,251309,48.5811830,-2.0572770,80
350850000D1334,2022-601085,1,2022-10-03,Vente,35085,35,Maison,50,2,152975,48.4230470,-1.7330530,50
35047000BZ0209,2022-601086,1,2022-10-04,Vente,35047,35,Maison,120,5,447500,48.0204010,-1.7607630,120
35238000AP0479,2022-601088,1,2022-10-05,Vente,35238,35,Maison,73,4,630000,48.1206200,-1.6834160,73
35021000AC0094,2022-601090,1,2022-10-20,Vente,35021,35,Maison,80,4,199000,48.3399080,-1.1570630,80
353590000D0885,2022-601092,1,2022-10-18,Vente,35359,35,Maison,97,5,189770,47.9552180,-1.3046350,97
350380000B1034,2022-601095,1,2022-10-26,Vente,35038,35,Maison,100,6,192000,48.1035160,-1.0622760,100
350600000B1230,2022-601096,2,2022-10-19,Vente,35060,35,Maison,49,4,140000,48.2146790,-1.9711330,49
35220000YE0077,2022-601097,1,2022-10-17,Vente,35220,35,Maison,125,4,330000,48.0271380,-1.4742630,125
351420000F1047,2022-601100,1,2022-11-03,Vente,35142,35,Maison,63,3,71499,48.4123230,-1.1474080,63
352970000D1178,2022-601109,1,2022-11-04,Vente,35297,35,Appartement,40,2,72000,48.1828160,-2.2016260,40
35327000AW0376,2022-601110,1,2022-10-10,Vente,35327,35,Maison,104,4,301000,48.1239100,-1.4616650,104
35055000AO0135,2022-601111,1,2022-10-20,Vente,35055,35,Maison,84,4,329000,48.0837030,-1.6188530,84
35085000AD0444,2022-601112,1,2022-10-24,Vente,35085,35,Maison,137,5,390000,48.4109350,-1.7421420,137
35288000BM0333,2022-601113,1,2022-10-05,Vente,35288,35,Appartement,83,3,456000,48.6394840,-2.0182100,83
350890000A0026,2022-601115,1,2022-10-26,Vente,35089,35,Maison,70,3,305000,47.8817090,-1.4885780,70
35136000YV0471,2022-601116,1,2022-10-28,Vente,35136,35,Maison,169,6,475290,47.9642990,-1.4901890,169
35238000AC0596,2022-601119,1,2022-10-21,Vente,35238,35,Appartement,45,2,110000,48.1119160,-1.6825400,45
35065000AD0054,2022-601120,1,2022-11-04,Vente,35065,35,Appartement,78,4,224600,48.1214950,-1.8607490,78
35287000AY0697,2022-601125,1,2022-10-20,Vente,35287,35,Maison,67,3,163350,48.6280710,-2.1115680,67
35360000AB0326,2022-601131,1,2022-10-20,Vente,35360,35,Maison,69,2,77500,48.1237860,-1.2141000,69
35287000AX0007,2022-601132,1,2022-11-02,Vente,35287,35,Maison,110,5,464550,48.6334050,-2.1067500,110
35236000AN0045,2022-601133,1,2022-10-17,Vente,35236,35,Appartement,279,6,310000,47.6470830,-2.0856510,279
35352000AK0142,2022-601135,1,2022-10-03,Vente,35352,35,Appartement,35,1,700600,48.0525460,-1.6032300,35
353080000B1893,2022-601136,1,2022-11-04,Vente,35308,35,Maison,135,5,249000,48.4495750,-1.8563270,135
35238000DI0279,2022-601137,1,2022-10-21,Vente,35238,35,Appartement,10,1,82000,48.1088000,-1.6806650,10
35238000BK0473,2022-601139,1,2022-10-07,Vente,35238,35,Appartement,63,3,261800,48.1148720,-1.6565930,63
350930000D0186,2022-601140,1,2022-10-20,Vente,35093,35,Maison,77,5,214500,48.6356210,-2.0675110,77
35243000ZL0031,2022-601142,2,2022-10-26,Vente,35243,35,Maison,65,2,20000,48.3322060,-1.2508750,65
35204000AE0306,2022-601146,1,2022-10-28,Vente,35204,35,Maison,114,5,324810,48.0385600,-1.5447800,114
35013000YA0500,2022-601147,1,2022-10-14,Vente,35013,35,Maison,96,5,178000,47.7009660,-2.0693990,96
35145000YC0256,2022-601153,1,2022-10-14,Vente,35145,35,Maison,139,5,190000,47.7294300,-1.8881880,139
35168000YM0115,2022-601157,1,2022-10-21,Vente,35168,35,Maison,90,4,90000,47.8815320,-1.9798430,90
35122000AA0301,2022-601159,1,2022-10-27,Vente,35122,35,Maison,130,4,437000,48.6076940,-1.8918160,130
350090000D0699,2022-601161,1,2022-10-07,Vente,35009,35,Maison,95,3,221500,48.4989880,-1.7397750,95
352470000A1400,2022-601163,1,2022-10-08,Vente,35247,35,Appartement,66,3,65000,48.5950360,-1.6135520,66
350440000B0125,2022-601165,1,2022-10-11,Vente,35044,35,Maison,65,3,105000,48.4796790,-1.6340810,65
350780000F0423,2022-601166,1,2022-10-07,Vente,35078,35,Maison,148,4,228500,48.6054700,-1.7152980,148
35024000AS0441,2022-601167,1,2022-08-23,Vente,35024,35,Appartement,70,3,218000,48.1790230,-1.6365390,70
35199000AB0123,2022-601172,1,2022-10-25,Vente,35199,35,Maison,77,4,128300,47.9240750,-1.2689610,77
351660000C1795,2022-601176,1,2022-10-14,Vente,35166,35,Maison,161,6,260000,48.1437710,-1.3393560,161
35210000AV0033,2022-601179,1,2022-11-02,Vente,35210,35,Maison,132,6,718000,48.1478290,-1.7589400,132
35066000AL0400,2022-601181,1,2022-10-26,Vente,35066,35,Maison,87,5,230000,48.0449650,-1.7092470,87
351200000F0625,2022-601183,1,2022-10-28,Vente,35120,35,Maison,92,5,403000,48.1794350,-1.8147140,92
35238000DI0645,2022-601185,1,2022-10-28,Vente,35238,35,Appartement,17,1,34000,48.1079450,-1.6811410,17
35189000AD0406,2022-601186,1,2022-10-28,Vente,35189,35,Appartement,70,3,139000,48.1541740,-1.7240660,70
35289000ZE0153,2022-601187,1,2022-10-13,Vente,35289,35,Maison,50,2,60000,47.8642910,-1.7781760,50
35061000ZN0298,2022-601188,1,2022-10-25,Vente,35061,35,Maison,125,5,260000,48.1399870,-1.0980230,125
35173000AM0421,2022-601190,1,2022-10-18,Vente,35173,35,Maison,118,5,422650,48.2153210,-1.6876570,118
351950000C0784,2022-601198,1,2022-10-28,Vente,35195,35,Maison,83,3,215000,48.2960610,-1.6855830,83
35337000AB0057,2022-601200,1,2022-11-03,Vente,35337,35,Maison,105,5,193170,48.3295360,-1.8347580,105
35066000AR0383,2022-601205,1,2022-10-13,Vente,35066,35,Maison,110,4,328000,48.0359890,-1.7051470,110
35223000ZP0019,2022-601206,1,2022-10-21,Vente,35223,35,Maison,102,3,230000,48.0040710,-2.0908850,102
35272000AC0235,2022-601212,1,2022-10-29,Vente,35272,35,Maison,82,6,136000,48.0145490,-1.1662150,82
352180000A0964,2022-601214,1,2022-10-19,Vente,35218,35,Maison,109,4,218800,47.9168950,-1.6209280,109
350930000D0258,2022-601217,1,2022-11-04,Vente,35093,35,Appartement,40,3,220000,48.6344280,-2.0653540,40
35115000AI0656,2022-601218,1,2022-10-21,Vente,35115,35,Maison,46,1,115000,48.3530560,-1.1947070,46
35082000ZC0017,2022-601219,1,2022-10-31,Vente,35082,35,Maison,89,4,145000,47.8798530,-1.4279570,89
350850000K1077,2022-601220,1,2022-11-02,Vente,35085,35,Maison,96,4,150000,48.3812540,-1.7583330,96
352330000C0077,2022-601223,2,2022-11-02,Vente,35233,35,Maison,80,2,75000,48.3625070,-1.7816440,80
35238000DX0004,2022-601226,1,2022-10-20,Vente,35238,35,Maison,74,3,485000,48.0999360,-1.7221190,74
35149000ZA0408,2022-601227,1,2022-10-19,Vente,35149,35,Maison,132,4,291750,47.9768180,-1.8668100,132
35360000AE0251,2022-601228,1,2022-10-27,Vente,35360,35,Maison,48,4,207000,48.1227950,-1.2005150,48
35236000AT0230,2022-601231,1,2022-11-07,Vente,35236,35,Maison,111,5,210000,47.6591230,-2.0663320,111
35281000AA0115,2022-601232,1,2022-10-28,Vente,35281,35,Appartement,88,4,395000,48.0936910,-1.6992590,88
35238000BX0358,2022-601233,1,2022-10-18,Vente,35238,35,Appartement,40,2,171700,48.0985030,-1.6716180,40
35206000AO0397,2022-601241,1,2022-10-14,Vente,35206,35,Maison,151,6,410000,48.0409720,-1.6557620,151
35238000AT0940,2022-601244,1,2022-10-28,Vente,35238,35,Maison,110,5,270000,48.1280320,-1.6696900,110
35253000AD0009,2022-601248,1,2022-10-18,Vente,35253,35,Maison,135,6,3e+05,48.2559150,-1.3913350,135
352990000R0925,2022-601252,1,2022-10-14,Vente,35299,35,Maison,95,5,410000,48.6333530,-1.9091620,95
35288000AW0066,2022-601257,1,2022-10-18,Vente,35288,35,Appartement,39,2,2e+05,48.6483930,-2.0006910,39
35238000AP0188,2022-601258,1,2022-10-27,Vente,35238,35,Maison,71,3,645000,48.1262480,-1.6854320,71
350041130B0400,2022-601260,1,2022-11-02,Vente,35004,35,Maison,108,5,120000,48.4682740,-1.5030970,108
35240000AI0245,2022-601263,1,2022-10-27,Vente,35240,35,Appartement,30,2,115000,48.0951560,-1.7698260,30
35032000ZI0449,2022-601264,1,2022-10-19,Vente,35032,35,Maison,103,5,290700,47.9892500,-1.6103870,103
35238000AE0345,2022-601267,1,2022-10-22,Vente,35238,35,Appartement,47,2,150000,48.1105260,-1.6947810,47
35352000AX0349,2022-601268,1,2022-10-27,Vente,35352,35,Maison,84,5,295725,48.0408240,-1.5953790,84
351950000B0040,2022-601269,1,2022-10-26,Vente,35195,35,Maison,52,2,64000,48.3187360,-1.6637060,52
35239000AD0345,2022-601270,1,2022-10-31,Vente,35239,35,Maison,178,6,3e+05,47.9125370,-1.3855330,178
350670000A0637,2022-601272,2,2022-10-20,Vente,35067,35,Maison,76,3,160000,48.2240330,-1.5923430,76
351100000A0595,2022-601276,1,2022-10-13,Vente,35110,35,Maison,60,2,182240,48.3429380,-1.6529780,60
35195000AB0357,2022-601277,1,2022-10-07,Vente,35195,35,Maison,110,5,244960,48.3066290,-1.6758590,110
35055000AP0079,2022-601282,1,2022-10-31,Vente,35055,35,Maison,106,4,410000,48.0902600,-1.6209960,106
35266000ZD0175,2022-601287,1,2022-10-19,Vente,35266,35,Maison,121,6,285000,48.0220120,-1.6554940,121
353540000A0537,2022-601288,1,2022-10-17,Vente,35354,35,Maison,78,3,199000,48.5117030,-1.5447020,78
35238000AO0371,2022-601289,1,2022-10-29,Vente,35238,35,Maison,108,4,6e+05,48.1163840,-1.6887170,108
35047000AT0645,2022-601294,1,2022-10-19,Vente,35047,35,Appartement,9,1,250000,48.0257790,-1.7485120,9
35047000AT0646,2022-601294,1,2022-10-19,Vente,35047,35,Maison,47,2,250000,48.0257290,-1.7485690,47
35120000AK0075,2022-601300,1,2022-10-28,Vente,35120,35,Maison,69,4,192000,48.2181940,-1.7862520,69
350490000E0411,2022-601301,1,2022-10-21,Vente,35049,35,Maison,90,5,480000,48.6797930,-1.8496270,90
35288000DD0397,2022-601305,1,2022-10-28,Vente,35288,35,Appartement,42,2,224000,48.6093800,-1.9585810,42
35245000AD0102,2022-601313,1,2022-10-28,Vente,35245,35,Maison,111,5,330000,48.2145240,-1.8912250,111
35003000ZL0197,2022-601314,1,2022-11-02,Vente,35003,35,Maison,178,7,369406.62,48.2901050,-1.5914120,178
350290000D1475,2022-601315,1,2022-10-20,Vente,35029,35,Maison,66,3,158000,48.4686450,-1.8190940,66
35311000ZE0050,2022-601317,1,2022-10-14,Vente,35311,35,Maison,78,4,228500,47.8533040,-2.0112810,78
35238000CN0318,2022-601320,1,2022-10-31,Vente,35238,35,Maison,123,6,610000,48.1044090,-1.6429030,123
35238000AC0628,2022-601325,1,2022-10-31,Vente,35238,35,Appartement,110,4,598600,48.1108570,-1.6837910,110
35238000AX0149,2022-601328,1,2022-10-24,Vente,35238,35,Appartement,18,1,90000,48.1252470,-1.6582980,18
35287000BB0282,2022-601336,1,2022-10-11,Vente,35287,35,Appartement,100,4,450000,48.6374420,-2.1150820,100
35168000XM0513,2022-601337,1,2022-10-24,Vente,35168,35,Maison,71,3,260000,47.8889910,-2.0058430,71
353260000B0520,2022-601346,1,2022-11-04,Vente,35326,35,Maison,71,2,180000,48.3258140,-1.5371170,71
35106000AB0269,2022-601347,1,2022-10-20,Vente,35106,35,Maison,59,2,75000,47.8293120,-1.5602030,59
350930000J0587,2022-601348,1,2022-10-19,Vente,35093,35,Maison,135,5,870000,48.6310400,-2.0559560,135
35018000AB0157,2022-601350,1,2022-11-04,Vente,35018,35,Maison,40,2,124180,48.4423790,-1.1046690,40
35343000ZT0038,2022-601351,1,2022-10-21,Vente,35343,35,Maison,184,6,150000,47.8553800,-1.5744920,184
35169000ZL0070,2022-601352,1,2022-10-13,Vente,35169,35,Maison,105,5,205000,47.9839100,-2.0411840,105
35226000AC0211,2022-601354,1,2022-10-07,Vente,35226,35,Maison,120,5,255000,48.3976100,-1.9021410,120
35179000AC0157,2022-601355,1,2022-10-28,Vente,35179,35,Maison,36,1,20000,48.5030920,-1.8981360,36
35152000BD0218,2022-601357,1,2022-10-21,Vente,35152,35,Maison,148,5,238000,48.2138920,-1.5066040,148
353083440A0429,2022-601361,1,2022-11-04,Vente,35308,35,Maison,134,4,353000,48.4896710,-1.8883240,134
35360000CT0207,2022-601362,1,2022-10-28,Vente,35360,35,Maison,106,4,345330,48.1064030,-1.2041910,106
35308147AB0024,2022-601366,1,2022-10-27,Vente,35308,35,Maison,117,5,380000,48.4575750,-1.8294190,117
353080000F0984,2022-601366,1,2022-10-27,Vente,35308,35,Maison,49,3,380000,48.4459220,-1.9135000,49
35219000ZM0018,2022-601367,1,2022-10-29,Vente,35219,35,Maison,126,4,307400,47.8132180,-1.9461990,126
35161000ZC0060,2022-601368,1,2022-10-28,Vente,35161,35,Maison,76,2,165000,48.0658790,-1.3457070,76
350490000E0572,2022-601371,1,2022-11-04,Vente,35049,35,Maison,154,6,640000,48.6829440,-1.8590920,154
35176129ZK0177,2022-601375,1,2022-10-14,Vente,35176,35,Maison,80,3,160000,47.8496950,-1.8066630,80
35238000CP0087,2022-601378,1,2022-11-03,Vente,35238,35,Maison,85,5,385000,48.0948130,-1.6458060,85
352990000V1138,2022-601379,3,2022-09-30,Vente,35299,35,Maison,108,4,260000,48.6412480,-1.9031710,108
35288000BC0417,2022-601380,1,2022-10-28,Vente,35288,35,Maison,78,3,350000,48.6102800,-1.9963880,78
35140000ZK0029,2022-601381,1,2022-10-15,Vente,35140,35,Maison,120,5,230000,47.8440330,-1.5057320,120
350800000B2432,2022-601383,2,2022-11-03,Vente,35080,35,Maison,72,3,2e+05,48.1037600,-1.8776150,72
35245000AE0028,2022-601385,1,2022-10-21,Vente,35245,35,Appartement,61,3,260000,48.2179460,-1.8933450,61
350930000D2248,2022-601386,1,2022-10-21,Vente,35093,35,Maison,120,6,4e+05,48.6323410,-2.0710500,120
35154000AB0059,2022-601387,1,2022-10-11,Vente,35154,35,Maison,91,5,170000,48.2190110,-1.3434730,91
35168000YC0167,2022-601388,1,2022-10-24,Vente,35168,35,Maison,106,4,218000,47.9232420,-1.9502090,106
35150000BA0048,2022-601390,1,2022-10-27,Vente,35150,35,Maison,120,3,87000,48.3650750,-1.2298850,120
35288000BV0449,2022-601393,1,2022-11-02,Vente,35288,35,Appartement,36,2,572734,48.6340200,-2.0051500,36
35288000AP0330,2022-601396,1,2022-11-02,Vente,35288,35,Appartement,40,2,220000,48.6419680,-1.9922560,40
35215000AB0111,2022-601402,1,2022-10-21,Vente,35215,35,Maison,157,6,178500,48.4287730,-1.1916640,157
35055000AP0489,2022-601404,1,2022-10-24,Vente,35055,35,Appartement,53,2,150000,48.0875330,-1.6204680,53
35360000CE0193,2022-601405,1,2022-10-27,Vente,35360,35,Maison,124,5,340000,48.1192260,-1.1788060,124
35051000AA0157,2022-601407,1,2022-10-24,Vente,35051,35,Maison,121,6,595000,48.1283850,-1.6059960,121
35112000AP0136,2022-601408,1,2022-11-02,Vente,35112,35,Maison,66,4,92000,"","",66
35245000AD0263,2022-601410,1,2022-10-13,Vente,35245,35,Maison,61,3,150000,48.2154240,-1.8928740,61
35012000AD0554,2022-601413,1,2022-10-26,Vente,35012,35,Maison,119,4,350000,47.8373440,-1.6832940,119
35068298AM0086,2022-601414,1,2022-10-26,Vente,35068,35,Maison,94,5,217500,48.1122580,-1.3902860,94
35051000AA0166,2022-601416,1,2022-11-04,Vente,35051,35,Maison,113,5,540000,48.1274450,-1.6078800,113
35055000AI0091,2022-601419,1,2022-10-26,Vente,35055,35,Maison,155,7,535000,48.0896070,-1.6089720,155
35287000BA0560,2022-601428,2,2022-10-25,Vente,35287,35,Maison,104,6,9e+05,48.6339320,-2.1125470,104
35238000AE0511,2022-601429,1,2022-10-20,Vente,35238,35,Appartement,81,4,750000,48.1099260,-1.6895420,81
351390000L0114,2022-601431,1,2022-10-17,Vente,35139,35,Maison,104,5,243000,47.9790510,-1.7244210,104
35210000AE0172,2022-601435,1,2022-10-14,Vente,35210,35,Maison,113,6,423700,48.1508290,-1.7904790,113
35360000AB0174,2022-601436,1,2022-10-26,Vente,35360,35,Appartement,47,2,260000,48.1237480,-1.2121840,47
35173000AP0033,2022-601441,1,2022-11-04,Vente,35173,35,Maison,82,5,221000,48.2178100,-1.6979060,82
35238000AB0451,2022-601444,1,2022-10-19,Vente,35238,35,Appartement,29,2,195000,48.1171470,-1.6828520,29
353370000C1428,2022-601447,1,2022-11-02,Vente,35337,35,Maison,155,6,380000,48.3308720,-1.8276970,155
352990000S0586,2022-601448,1,2022-10-28,Vente,35299,35,Maison,110,5,340000,48.6384240,-1.8962820,110
35219000YP0163,2022-601452,1,2022-10-18,Vente,35219,35,Maison,35,1,21400,47.8083290,-1.9721680,35
35238000BW0651,2022-601453,1,2022-10-27,Vente,35238,35,Maison,129,5,97260,48.0948360,-1.6770090,129
350550000C1133,2022-601454,1,2022-10-21,Vente,35055,35,Maison,227,7,620000,48.0764650,-1.6392150,227
35067000AA0450,2022-601455,1,2022-10-20,Vente,35067,35,Maison,132,6,348850,48.2421150,-1.5632400,132
35090000ZB0806,2022-601456,1,2022-10-03,Vente,35090,35,Maison,91,5,190080,47.9368070,-1.6537600,91
35288000AK0147,2022-601461,1,2022-10-21,Vente,35288,35,Maison,78,6,150220,48.6491840,-2.0012900,78
35047000BZ0175,2022-601464,1,2022-10-19,Vente,35047,35,Maison,106,5,123500,48.0194310,-1.7575830,106
35115000AD0031,2022-601466,1,2022-10-12,Vente,35115,35,Appartement,97,4,180000,48.3578860,-1.2008140,97
35257267ZY0107,2022-601467,1,2022-10-25,Vente,35257,35,Maison,66,2,159000,48.4101550,-1.3498530,66
35168000XO0111,2022-601472,1,2022-10-27,Vente,35168,35,Maison,135,4,195000,47.8808420,-2.0159620,135
35223000AD0678,2022-601473,1,2022-10-17,Vente,35223,35,Maison,136,5,260000,48.0028570,-2.0921770,136
350710000C0312,2022-601476,1,2022-11-04,Vente,35071,35,Maison,137,5,110000,48.4110550,-1.2308500,137
350710000C1253,2022-601476,1,2022-11-04,Vente,35071,35,Maison,56,5,110000,48.4106330,-1.2310080,56
35173000AO0036,2022-601477,1,2022-11-03,Vente,35173,35,Maison,105,5,225000,48.2210460,-1.6949410,105
35214000ZR0004,2022-601478,2,2022-10-12,Vente,35214,35,Maison,130,6,270000,48.2711160,-1.2057030,130
35145000ZW0424,2022-601480,1,2022-11-04,Vente,35145,35,Maison,72,3,157500,47.7130270,-1.8606830,72
35335000ZW0029,2022-601481,1,2022-11-07,Vente,35335,35,Maison,102,2,114209,47.8374550,-1.4816160,102
353500000A0946,2022-601482,1,2022-10-18,Vente,35350,35,Maison,110,6,240950,48.0377230,-1.2663410,110
35136000AH0322,2022-601490,1,2022-11-02,Vente,35136,35,Maison,97,3,180000,47.9600440,-1.5010110,97
35223000AB0238,2022-601491,1,2022-10-19,Vente,35223,35,Maison,69,4,135000,47.9997520,-2.1072960,69
35023000AC0352,2022-601492,1,2022-10-07,Vente,35023,35,Maison,75,3,205000,48.1787910,-1.9408930,75
35223000YH0110,2022-601493,1,2022-10-19,Vente,35223,35,Maison,84,4,115000,47.9903910,-2.0909240,84
352520000A1411,2022-601494,1,2022-11-04,Vente,35252,35,Appartement,69,3,193000,48.0939130,-1.2959010,69
35175000ZO0056,2022-601499,1,2022-11-02,Vente,35175,35,Maison,80,4,93000,47.8958300,-1.9388020,80
35238000AR0472,2022-601500,1,2022-11-07,Vente,35238,35,Maison,127,7,508000,48.1239710,-1.6781330,127
35207000AI0222,2022-601503,1,2022-10-19,Vente,35207,35,Maison,75,3,280000,48.1065430,-1.5217190,75
352180000B1288,2022-601506,1,2022-10-28,Vente,35218,35,Maison,120,5,267000,47.9280930,-1.6074980,120
35149000ZK0127,2020-515348,1,2020-08-24,Vente,35149,35,Maison,134,7,168000,47.9673980,-1.8692900,134
35126000ZB0318,2020-515349,1,2020-08-31,Vente,35126,35,Maison,134,6,375000,47.9851660,-1.7808800,134
35139000AD0088,2020-515355,1,2020-09-01,Vente,35139,35,Maison,184,7,403750,47.9754310,-1.7239190,184
35168000ZC0123,2020-515356,1,2020-08-26,Vente,35168,35,Maison,85,4,2e+05,47.9358140,-2.0334660,85
350130000M1242,2020-515357,3,2020-06-25,Vente,35013,35,Appartement,80,4,64815,"","",80
35127000ZW0151,2020-515358,1,2020-09-02,Vente,35127,35,Maison,75,3,243000,47.9375580,-1.8063620,75
35054000ZN0199,2020-515361,1,2020-09-04,Vente,35054,35,Maison,130,5,257000,47.9691990,-1.6116990,130
35328000ZW0063,2020-515362,1,2020-09-07,Vente,35328,35,Maison,109,5,89000,47.7415330,-2.0069010,109
35236000BH0104,2020-515364,1,2020-08-25,Vente,35236,35,Maison,136,4,250000,47.6609990,-2.0902560,136
35126000YA0125,2020-515365,1,2020-09-04,Vente,35126,35,Maison,55,2,80000,47.9501800,-1.8272740,55
35124000AB0619,2020-515366,1,2020-09-03,Vente,35124,35,Maison,145,7,230000,47.7291680,-1.7344910,145
35145000ZW0132,2020-515367,1,2020-08-28,Vente,35145,35,Maison,115,4,220000,47.7086140,-1.8639110,115
35126000ZC0306,2020-515368,1,2020-09-03,Vente,35126,35,Maison,204,6,477227,47.9805480,-1.7928640,204
35124000AB0770,2020-515369,3,2020-07-28,Vente,35124,35,Maison,117,5,64500,47.7269730,-1.7276810,117
35046000AB0048,2020-515370,1,2020-09-11,Vente,35046,35,Maison,91,4,38500,47.8889770,-2.0426340,91
35155000ZK0028,2020-515376,1,2020-08-25,Vente,35155,35,Maison,55,4,40000,47.8777250,-1.8810760,55
35249000YA0104,2020-515377,1,2020-08-25,Vente,35249,35,Maison,60,2,68000,47.7431900,-1.8301240,60
35012000AD0308,2020-515382,1,2020-09-04,Vente,35012,35,Appartement,28,1,320000,47.8412370,-1.6797140,28
35332000AB0266,2020-515383,1,2020-09-03,Vente,35332,35,Maison,90,4,63000,47.8082360,-1.5401120,90
35332000AB0003,2020-515385,1,2020-09-10,Vente,35332,35,Maison,66,3,132000,47.8114610,-1.5446840,66
35106000ZS0025,2020-515386,1,2020-09-10,Vente,35106,35,Maison,124,5,194000,47.8302240,-1.5222620,124
35212000AB0265,2020-515388,2,2020-09-03,Vente,35212,35,Maison,174,6,215000,47.8824450,-1.6635180,174
35212000AB0880,2020-515388,2,2020-09-03,Vente,35212,35,Maison,79,3,215000,47.8822790,-1.6637600,79
35057000ZA0128,2020-515390,1,2020-08-20,Vente,35057,35,Maison,84,4,186550,47.9629130,-1.9227750,84
35123000ZV0518,2020-515392,1,2020-08-27,Vente,35123,35,Maison,138,5,42596.27,48.0056470,-1.8384500,138
35312000WD0048,2020-515393,1,2020-08-26,Vente,35312,35,Maison,126,6,191840,47.9013330,-1.7885910,126
35168000XL0292,2020-515394,1,2020-08-26,Vente,35168,35,Maison,103,5,161240,47.8855960,-2.0062400,103
35124000XN0041,2020-515395,1,2020-08-28,Vente,35124,35,Maison,54,2,45000,47.7431220,-1.7563320,54
35236000AH0517,2020-515396,1,2020-09-07,Vente,35236,35,Maison,135,7,230000,47.6534140,-2.0827620,135
35236000BR0025,2020-515397,1,2020-08-31,Vente,35236,35,Maison,127,5,190500,47.6677510,-2.0655630,127
35106000AB0631,2020-515399,2,2020-09-15,Vente,35106,35,Maison,120,3,90000,47.8303500,-1.5605820,120
35176129ZK0059,2020-515400,1,2020-08-26,Vente,35176,35,Maison,49,3,31000,47.8500740,-1.8062200,49
351760000B0977,2020-515401,1,2020-08-26,Vente,35176,35,Maison,123,5,150000,47.8176190,-1.8156310,123
35123000YH0030,2020-515402,1,2020-09-01,Vente,35123,35,Maison,151,7,397500,48.0327010,-1.7970550,151
35126000AH0142,2020-515404,1,2020-08-26,Vente,35126,35,Maison,125,5,264026,47.9708880,-1.7511020,125
35221000ZR0016,2020-515406,1,2020-09-08,Vente,35221,35,Maison,128,4,180000,47.8811550,-1.6730460,128
35054000ZL0302,2020-515407,1,2020-08-24,Vente,35054,35,Maison,118,4,263050,47.9638750,-1.6138560,118
35221000AK0104,2020-515411,1,2020-09-11,Vente,35221,35,Maison,136,6,90000,47.8605360,-1.7679770,136
35343000AB0187,2020-515413,1,2020-09-14,Vente,35343,35,Maison,66,2,52000,47.8828030,-1.5470650,66
35289000ZI0257,2020-515414,1,2020-08-28,Vente,35289,35,Maison,32,1,28708,47.8414000,-1.7943420,32
35218000WB0270,2020-515415,1,2020-09-14,Vente,35218,35,Maison,107,4,204000,47.9376320,-1.6059970,107
35176129ZO0401,2020-515421,1,2020-08-26,Vente,35176,35,Maison,82,4,112000,47.8312260,-1.8478960,82
