parcelle,id,disposition,date,nature,codecommune,departement,type,surface,piece,prix,latitude,longitude,surface_calc
35176000ZW0017,2024-192584,1,2024-01-04,Vente,35176,35,Maison,75,4,133460,47.8259670,-1.7682010,75
35223000XK0166,2024-192585,1,2024-01-03,Vente,35223,35,Maison,64,4,148000,47.9566440,-2.1073500,64
35001000AH0392,2024-192587,1,2024-01-03,Vente,35001,35,Maison,154,5,485000,48.1351540,-1.5267150,154
35095000AT0388,2024-192589,1,2024-01-02,Vente,35095,35,Maison,130,6,275000,48.5418310,-1.7394090,130
35040000AD0199,2024-192590,1,2024-01-04,Vente,35040,35,Maison,83,4,221000,48.1438170,-1.9076430,83
35238000AT1159,2024-192591,1,2024-01-03,Vente,35238,35,Appartement,71,3,310000,48.1281860,-1.6769860,71
350290000C1502,2024-192592,1,2024-01-02,Vente,35029,35,Maison,70,4,159000,48.4643890,-1.7698650,70
35256000AC0102,2024-192593,1,2024-01-05,Vente,35256,35,Maison,33,2,395000,48.6261120,-2.1293090,33
35238000CE0245,2024-192594,1,2024-01-05,Vente,35238,35,Appartement,63,3,230000,48.0988410,-1.6570900,63
35120000AL0329,2024-192595,1,2024-01-08,Vente,35120,35,Maison,104,4,367000,48.2197310,-1.7957910,104
35106000ZB0019,2024-192596,1,2024-01-04,Vente,35106,35,Maison,79,3,120000,47.8312110,-1.5038620,79
35238000BP0450,2024-192599,1,2024-01-08,Vente,35238,35,Appartement,50,3,220000,48.1091040,-1.6694330,50
352830000A0760,2024-192602,1,2024-01-03,Vente,35283,35,Maison,147,6,310000,48.1319000,-1.3643410,147
351790000C1336,2024-192604,1,2024-01-03,Vente,35179,35,Maison,125,4,370000,48.5304110,-1.9165190,125
35239000AB0188,2024-192605,1,2024-01-03,Vente,35239,35,Maison,67,4,128168,47.9149580,-1.3880680,67
35238000DI0206,2024-192607,1,2024-01-05,Vente,35238,35,Appartement,61,3,255000,48.1084370,-1.6831410,61
35006000AX0348,2024-192608,1,2024-01-03,Vente,35006,35,Maison,135,6,295000,48.0558160,-1.1341310,135
35125000AZ0215,2024-192609,1,2024-01-02,Vente,35125,35,Maison,72,4,120000,47.9398550,-1.2357950,72
35184000AC0465,2024-192610,1,2024-01-03,Vente,35184,35,Maison,90,4,305000,48.2002000,-2.0413100,90
35297000ZP0074,2024-192611,1,2024-01-04,Vente,35297,35,Maison,60,3,75500,48.1815210,-2.1991780,60
35238000DO0236,2024-192612,1,2024-01-08,Vente,35238,35,Appartement,40,2,212250,48.1014980,-1.6992010,40
35358000AB0307,2024-192613,1,2024-01-05,Vente,35358,35,Maison,97,5,288000,48.5497130,-1.9533600,97
350600000B1100,2024-192616,1,2024-01-04,Vente,35060,35,Maison,102,5,167000,48.2120110,-1.9904970,102
351430000B1268,2024-192617,1,2024-01-03,Vente,35143,35,Maison,81,4,190000,48.2526280,-2.0011830,81
35176129AD0048,2024-192618,1,2024-01-08,Vente,35176,35,Maison,79,3,250000,47.8272280,-1.8433650,79
35176129AD0049,2024-192618,1,2024-01-08,Vente,35176,35,Maison,47,1,250000,47.8272120,-1.8435250,47
35219000ZR0031,2024-192619,1,2024-01-08,Vente,35219,35,Maison,40,2,85000,47.8243960,-1.8979420,40
35238000CE0184,2024-192620,1,2024-01-09,Vente,35238,35,Appartement,77,4,165000,48.1001330,-1.6524250,77
35238000ET0017,2024-192621,1,2024-01-05,Vente,35238,35,Appartement,77,4,155000,48.1210520,-1.7071860,77
35335000ZS0042,2024-192622,1,2024-01-03,Vente,35335,35,Maison,77,2,91350,47.8524650,-1.4855760,77
35238000CT0043,2024-192623,1,2024-01-03,Vente,35238,35,Appartement,68,4,170000,48.0909620,-1.6685150,68
35115000AL0056,2024-192624,1,2024-01-05,Vente,35115,35,Maison,62,3,152500,48.3449580,-1.1861660,62
35132000ZN0082,2024-192626,1,2024-01-05,Vente,35132,35,Maison,87,3,90000,48.5846140,-1.7857910,87
35051000AW0135,2024-192627,1,2024-01-11,Vente,35051,35,Maison,83,4,322000,48.1134210,-1.6269890,83
35227000ZB0451,2024-192629,1,2024-01-04,Vente,35227,35,Appartement,66,3,140000,48.1829670,-1.9261910,66
35142000AB0242,2024-192632,1,2024-01-05,Vente,35142,35,Maison,79,4,151500,48.4106930,-1.1563810,79
35045000ZS0190,2024-192633,1,2024-01-11,Vente,35045,35,Maison,69,4,75000,47.8145030,-1.9946870,69
35238000EW0046,2024-192635,1,2024-01-05,Vente,35238,35,Appartement,65,3,150000,48.1237860,-1.7044480,65
35152000AZ0466,2024-192636,1,2024-01-03,Vente,35152,35,Maison,79,4,208000,48.2162560,-1.4951750,79
351320000F0180,2024-192638,1,2024-01-03,Vente,35132,35,Maison,65,3,180000,48.6074010,-1.8070980,65
35257000ZL0092,2024-192641,1,2024-01-04,Vente,35257,35,Maison,105,5,290000,48.3942020,-1.3761080,105
350850000I0492,2024-192643,1,2024-01-08,Vente,35085,35,Maison,150,5,180500,48.3931580,-1.7344140,150
35238000BN0915,2024-192644,1,2024-01-03,Vente,35238,35,Appartement,42,2,120000,48.1110300,-1.6601730,42
35238000BC0335,2024-192645,1,2024-01-08,Vente,35238,35,Appartement,17,1,72500,48.1226440,-1.6670530,17
35238000HX0356,2024-192647,1,2024-01-09,Vente,35238,35,Maison,100,6,405000,48.1325540,-1.6712620,100
35090000AB0328,2024-192648,1,2024-01-11,Vente,35090,35,Maison,74,4,3e+05,47.9373780,-1.6604330,74
35059000AM0116,2024-192649,1,2024-01-10,Vente,35059,35,Appartement,63,3,197000,48.1723020,-1.7368220,63
35257267AC0164,2024-192651,1,2024-01-05,Vente,35257,35,Maison,115,6,175000,48.4029200,-1.3245360,115
35086000ZB0247,2024-192652,1,2024-01-11,Vente,35086,35,Maison,136,5,175000,48.2702010,-1.2474600,136
35051000ZY0194,2024-192653,1,2024-01-11,Vente,35051,35,Maison,78,4,420000,48.1319450,-1.5976090,78
35059000AD0343,2024-192654,1,2024-01-12,Vente,35059,35,Maison,89,4,298000,48.1807400,-1.7242870,89
35238000BP0454,2024-192655,1,2024-01-12,Vente,35238,35,Appartement,27,1,85000,48.1088120,-1.6702790,27
35115000AI0719,2024-192657,1,2024-01-10,Vente,35115,35,Appartement,93,3,105500,48.3535530,-1.1977060,93
35068000AH0021,2024-192660,1,2024-01-05,Vente,35068,35,Appartement,62,3,108500,48.1092340,-1.4052990,62
35210000AE0075,2024-192662,1,2024-01-15,Vente,35210,35,Maison,110,6,315000,48.1522480,-1.7890710,110
352050000C0027,2024-192663,1,2024-01-10,Vente,35205,35,Maison,165,5,128000,48.4138650,-1.6253710,165
352880000J1087,2024-192664,1,2024-01-10,Vente,35288,35,Maison,214,5,922500,48.6646540,-1.9776560,214
351720000A0096,2024-192665,1,2024-01-11,Vente,35172,35,Maison,30,2,112500,48.4658420,-1.7901650,30
35066000AR0524,2024-192666,1,2024-01-12,Vente,35066,35,Appartement,49,2,175000,48.0346300,-1.7097000,49
35238000KT0239,2024-192667,1,2024-01-09,Vente,35238,35,Appartement,23,1,66050,48.0958490,-1.6406570,23
350270000C0116,2024-192669,1,2024-01-15,Vente,35027,35,Maison,95,4,220000,48.1573170,-2.0781680,95
35257000ZL0096,2024-192670,1,2024-01-09,Vente,35257,35,Maison,76,4,162500,48.4022860,-1.3717380,76
351070000B1633,2024-192671,1,2024-01-12,Vente,35107,35,Maison,118,5,294200,48.2499130,-1.5144960,118
351170000D0002,2024-192672,1,2024-01-15,Vente,35117,35,Maison,98,4,147500,48.1104000,-2.2143290,98
35281000AV0576,2024-192673,1,2024-01-09,Vente,35281,35,Appartement,47,2,120000,48.0767730,-1.7163480,47
35220000YI0076,2024-192674,2,2024-01-03,Vente,35220,35,Maison,77,3,220000,48.0216190,-1.4309920,77
35353000AP0619,2024-192676,1,2024-01-02,Vente,35353,35,Appartement,64,3,185455,48.1188440,-1.7497570,64
35238000DV0184,2024-192677,1,2024-01-02,Vente,35238,35,Appartement,80,4,280000,48.1019800,-1.7117050,80
35063000YH0057,2024-192680,1,2024-01-02,Vente,35063,35,Maison,88,5,165000,48.3117260,-1.3062870,88
35238000DE0622,2024-192682,1,2024-01-12,Vente,35238,35,Appartement,96,4,430000,48.1009120,-1.6862750,96
35106000ZR0088,2024-192683,1,2024-01-12,Vente,35106,35,Maison,83,4,168000,47.8301700,-1.5546370,83
35012000YE0159,2024-192684,1,2024-01-15,Vente,35012,35,Maison,83,2,3e+05,47.8437830,-1.7382800,83
35288000AC0088,2024-192685,1,2024-01-05,Vente,35288,35,Maison,45,2,388500,48.6506280,-2.0239560,45
35115000AD0285,2024-192686,1,2024-01-12,Vente,35115,35,Appartement,77,4,175000,48.3553970,-1.2016110,77
35069000AC0420,2024-192687,2,2024-01-10,Vente,35069,35,Maison,80,4,255000,48.0471020,-1.5005230,80
35238000HW0269,2024-192688,1,2024-01-10,Vente,35238,35,Appartement,78,4,255800,48.1290180,-1.6768970,78
35054000ZL0107,2024-192692,1,2024-01-12,Vente,35054,35,Maison,54,2,130000,47.9599320,-1.6137770,54
35124000AC0425,2024-192693,1,2024-01-12,Vente,35124,35,Maison,117,6,220000,47.7228640,-1.7304410,117
35275000AD0155,2024-192695,1,2024-01-05,Vente,35275,35,Maison,78,4,254000,48.1524770,-1.8236440,78
35139000AB0439,2024-192696,1,2024-01-12,Vente,35139,35,Maison,90,4,259300,47.9792460,-1.7166040,90
351350000B1069,2024-192697,1,2024-01-09,Vente,35135,35,Maison,39,1,115000,48.2588840,-1.9344740,39
35047000CL0448,2024-192699,1,2024-01-04,Vente,35047,35,Maison,92,5,485000,48.0339610,-1.7683360,92
35236000AM0154,2024-192701,1,2024-01-05,Vente,35236,35,Appartement,100,4,105000,47.6500130,-2.0851530,100
352360000H1722,2024-192703,1,2024-01-03,Vente,35236,35,Maison,132,5,3e+05,47.6652410,-2.0658430,132
351350000B1074,2024-192704,1,2024-01-09,Vente,35135,35,Maison,30,1,70000,48.2588820,-1.9341630,30
35308000ZD0025,2024-192705,1,2024-01-08,Vente,35308,35,Maison,104,5,450000,48.4632300,-1.9169520,104
35238000IM0089,2024-192706,1,2024-01-15,Vente,35238,35,Appartement,89,4,273000,48.1338220,-1.6537860,89
35228000ZC0335,2024-192707,1,2024-01-04,Vente,35228,35,Appartement,134,5,410000,48.5822420,-2.0630600,134
35256000AC0183,2024-192708,1,2024-01-09,Vente,35256,35,Appartement,37,2,1050000,48.6287850,-2.1293010,37
35287000AY0367,2024-192710,1,2024-01-09,Vente,35287,35,Maison,127,5,400500,48.6307580,-2.1149710,127
35238000CT0270,2024-192711,1,2024-01-16,Vente,35238,35,Appartement,65,4,187000,48.0933430,-1.6649440,65
35238000AP0336,2024-192712,1,2024-01-05,Vente,35238,35,Maison,110,6,385000,48.1244930,-1.6846870,110
35088000AB0204,2024-192714,1,2024-01-04,Vente,35088,35,Maison,80,4,230000,47.9764500,-1.5904750,80
35238000MO0145,2024-192715,1,2024-01-11,Vente,35238,35,Appartement,42,2,160000,48.1319290,-1.6970970,42
35328000ZT0066,2024-192716,1,2024-01-05,Vente,35328,35,Maison,100,5,82000,47.7560240,-2.0086140,100
35238000CZ0092,2024-192720,1,2024-01-05,Vente,35238,35,Appartement,22,1,355000,48.0977820,-1.6868870,22
35238000BI0200,2024-192721,1,2024-01-11,Vente,35238,35,Appartement,144,5,680000,48.1191550,-1.6611540,144
35196000YA0250,2024-192722,1,2024-01-04,Vente,35196,35,Appartement,65,3,182000,48.0748610,-1.8561020,65
35037000BP0267,2024-192723,1,2024-01-05,Vente,35037,35,Appartement,41,2,130000,48.0460690,-1.8675800,41
35136000AH0495,2024-192724,1,2024-01-10,Vente,35136,35,Appartement,45,2,123000,47.9599910,-1.5048140,45
35220000ZY0234,2024-192729,1,2024-01-17,Vente,35220,35,Maison,104,4,230000,48.0134580,-1.4339090,104
35001000AB0587,2024-192738,1,2024-01-16,Vente,35001,35,Maison,63,3,215000,48.1344530,-1.5358830,63
35015000ZO0059,2024-192739,1,2024-01-04,Vente,35015,35,Maison,149,2,270000,48.1591030,-1.1533360,149
35238000MP0068,2024-192743,1,2024-01-05,Vente,35238,35,Appartement,49,2,175000,48.1306860,-1.7067690,49
352590000D1211,2024-192744,1,2024-01-08,Vente,35259,35,Maison,100,1,115000,48.5540380,-1.6580320,100
351610000A0908,2024-192746,1,2024-01-09,Vente,35161,35,Maison,115,5,258000,48.0496220,-1.3375370,115
352880000H0637,2024-192748,1,2024-01-11,Vente,35288,35,Appartement,36,2,356620,48.6638510,-1.9893230,36
35040000AA0409,2024-192749,1,2024-01-05,Vente,35040,35,Maison,84,4,220000,48.1478120,-1.9028110,84
35238000BI0460,2024-192751,1,2024-01-05,Vente,35238,35,Appartement,71,3,319000,48.1152510,-1.6643130,71
35068000AH0048,2024-192758,1,2024-01-10,Vente,35068,35,Appartement,73,3,180000,48.1104860,-1.4038620,73
35004341ZT0108,2024-192759,1,2024-01-16,Vente,35004,35,Maison,190,6,223000,48.4098440,-1.4762740,190
35191000ZO0007,2024-192760,1,2024-01-16,Vente,35191,35,Maison,70,1,117900,48.4335820,-1.3145830,70
35037000ZV0015,2024-192764,2,2024-01-04,Vente,35037,35,Maison,70,3,223500,48.0344910,-1.8620480,70
35037000ZV0093,2024-192764,2,2024-01-04,Vente,35037,35,Maison,71,3,223500,"","",71
35037000ZV0243,2024-192764,2,2024-01-04,Vente,35037,35,Maison,71,3,223500,48.0342290,-1.8623250,71
35069000ZB0370,2024-192767,1,2024-01-03,Vente,35069,35,Maison,157,6,501000,48.0397630,-1.4915080,157
351843010A1025,2024-192770,1,2024-01-15,Vente,35184,35,Maison,90,5,222000,48.2323870,-2.0580050,90
35248000AB0003,2024-192771,1,2024-01-12,Vente,35248,35,Maison,54,2,157500,48.5523770,-1.5881900,54
35128000AC0182,2024-192775,1,2024-01-18,Vente,35128,35,Maison,73,4,220000,48.3016340,-1.7183420,73
35047000AT0977,2024-192776,1,2024-01-17,Vente,35047,35,Appartement,91,4,370000,48.0232170,-1.7496570,91
35051000AS0122,2024-192779,1,2024-01-17,Vente,35051,35,Maison,82,5,363000,48.1177900,-1.6121880,82
35288000VN0265,2024-192780,1,2024-01-16,Vente,35288,35,Maison,180,7,9e+05,48.6505560,-1.9773910,180
351200000B0884,2024-192782,1,2024-01-04,Vente,35120,35,Maison,117,3,394700,48.2274150,-1.7823820,117
35259000ZB0060,2024-192783,1,2024-01-12,Vente,35259,35,Maison,36,0,80000,48.5669710,-1.6603160,36
352470000B2008,2024-192784,1,2024-01-05,Vente,35247,35,Maison,146,5,364600,48.5896810,-1.5911190,146
35266000ZP0464,2024-192785,1,2024-01-16,Vente,35266,35,Maison,97,5,269000,48.0159860,-1.6583130,97
35069209ZD0179,2024-192786,1,2024-01-03,Vente,35069,35,Maison,129,5,283300,48.0553200,-1.4469870,129
35250000ZD0004,2024-192787,1,2024-01-03,Vente,35250,35,Maison,88,4,258000,48.0130050,-1.5704770,88
35238000AP0678,2024-192788,1,2024-01-08,Vente,35238,35,Appartement,70,4,230000,48.1277750,-1.6875730,70
35069000ZA0522,2024-192790,1,2024-01-04,Vente,35069,35,Appartement,80,4,242495,48.0401390,-1.5027400,80
35136000ZD0373,2024-192791,1,2024-01-03,Vente,35136,35,Maison,149,6,420000,47.9661150,-1.5090880,149
352430000C1723,2024-192796,1,2024-01-15,Vente,35243,35,Maison,145,5,267323.1,48.3381830,-1.2859080,145
35238000BZ0833,2024-192797,1,2024-01-15,Vente,35238,35,Maison,110,5,5e+05,48.1016610,-1.6671510,110
35228000ZB0310,2024-192801,1,2024-01-04,Vente,35228,35,Maison,89,3,420000,48.5966650,-2.0746280,89
35238000BO0805,2024-192802,1,2024-01-05,Vente,35238,35,Appartement,31,1,136000,48.1080780,-1.6611180,31
35115000AS0469,2024-192803,1,2024-01-08,Vente,35115,35,Appartement,91,3,134000,48.3526010,-1.2003490,91
35066000AR0544,2024-192805,1,2024-01-12,Vente,35066,35,Appartement,65,3,205000,48.0357140,-1.7100510,65
35238000HN0063,2024-192808,1,2024-01-08,Vente,35238,35,Maison,100,4,3e+05,48.1367810,-1.7008640,100
35115000AR0797,2024-192809,1,2024-01-12,Vente,35115,35,Appartement,44,3,68000,48.3505320,-1.2037350,44
352640000C1277,2024-192815,1,2024-01-15,Vente,35264,35,Maison,129,5,306000,48.0921090,-1.3760000,129
35068000AB0210,2024-192817,1,2024-01-09,Vente,35068,35,Maison,149,5,343000,48.1095810,-1.4128200,149
35236000BD0120,2024-192820,1,2024-01-10,Vente,35236,35,Maison,95,6,140000,47.6680790,-2.0832050,95
35220000AB0467,2024-192823,1,2024-01-12,Vente,35220,35,Maison,83,4,2e+05,48.0096690,-1.4249310,83
35139000ZD0108,2024-192824,1,2024-01-18,Vente,35139,35,Maison,61,3,243000,47.9784690,-1.6928020,61
35188000AL0188,2024-192826,1,2024-01-17,Vente,35188,35,Maison,256,6,542800,48.1267370,-1.9552850,256
35055000AN0372,2024-192827,1,2024-01-15,Vente,35055,35,Appartement,60,3,190000,48.0852580,-1.6045110,60
351830000B0644,2024-192830,1,2024-01-08,Vente,35183,35,Maison,149,4,161000,48.0849290,-1.0993520,149
35238000BN1044,2024-192831,1,2024-01-16,Vente,35238,35,Appartement,16,1,83800,48.1121960,-1.6656760,16
352630000E0994,2024-192834,1,2024-01-16,Vente,35263,35,Maison,139,5,676975,48.6734940,-1.9150520,139
35334000BH0390,2024-192835,1,2024-01-18,Vente,35334,35,Appartement,57,2,199100,48.1521380,-1.5782900,57
35238000CH0683,2024-192838,1,2024-01-04,Vente,35238,35,Appartement,40,2,151500,48.1013910,-1.6501330,40
35220000AB0769,2024-192840,1,2024-01-09,Vente,35220,35,Maison,112,5,257000,48.0072890,-1.4315910,112
352830000A1963,2024-192841,1,2024-01-10,Vente,35283,35,Maison,106,3,220000,48.1169610,-1.3527540,106
35238000CT0239,2024-192842,1,2024-01-09,Vente,35238,35,Appartement,63,4,156000,48.0920480,-1.6657480,63
352990000V0164,2024-192844,1,2024-01-18,Vente,35299,35,Maison,163,2,165000,48.6439510,-1.9039640,163
352990000R1029,2024-192845,1,2024-01-15,Vente,35299,35,Maison,140,6,337187,48.6265190,-1.9213540,140
352990000T0070,2024-192846,1,2024-01-11,Vente,35299,35,Maison,42,3,155700,48.6391700,-1.9067330,42
35191000ZP0195,2024-192847,1,2024-01-10,Vente,35191,35,Maison,103,3,178000,48.4439000,-1.3137760,103
352880000B0874,2024-192848,1,2024-01-15,Vente,35288,35,Appartement,25,1,160000,48.6599500,-1.9894750,25
351280000C0362,2024-192850,1,2024-01-16,Vente,35128,35,Maison,34,1,30000,48.2931340,-1.7523180,34
35220000ZR0014,2024-192851,1,2024-01-17,Vente,35220,35,Maison,269,7,396700,47.9926890,-1.4589470,269
35136000YN0290,2024-192853,1,2024-01-18,Vente,35136,35,Maison,98,5,237000,47.9615720,-1.5104800,98
35041000AA0184,2024-192854,1,2024-01-12,Vente,35041,35,Maison,125,4,245000,47.9495950,-1.5412550,125
351070000B1507,2024-192858,1,2024-01-11,Vente,35107,35,Maison,45,3,118100,48.2512130,-1.5031160,45
35206073AT0144,2024-192859,1,2024-01-10,Vente,35206,35,Appartement,41,2,148800,48.0346530,-1.6669380,41
35069000ZB1074,2024-192868,1,2024-01-19,Vente,35069,35,Maison,145,5,412350,48.0418030,-1.4893630,145
35328000YH0090,2024-192870,1,2024-01-12,Vente,35328,35,Maison,68,3,66000,47.7706610,-2.0901810,68
35102000ZO0048,2024-192872,1,2024-01-18,Vente,35102,35,Maison,165,8,191000,47.9025440,-1.2629260,165
35238000BI0371,2024-192873,1,2024-01-08,Vente,35238,35,Maison,146,6,890000,48.1170610,-1.6626430,146
352750000A0295,2024-192875,1,2024-01-12,Vente,35275,35,Maison,134,5,445000,48.1537100,-1.8666540,134
35360000BH0083,2024-192877,1,2024-01-15,Vente,35360,35,Maison,95,3,281800,48.1269360,-1.2167260,95
35131000AH0320,2024-192878,1,2024-01-12,Vente,35131,35,Maison,97,4,256500,48.1220740,-1.8197980,97
35189000AD0454,2024-192880,1,2024-01-12,Vente,35189,35,Maison,95,4,318000,48.1543810,-1.7251090,95
352070000A2775,2024-192881,1,2024-01-09,Vente,35207,35,Appartement,43,2,150000,48.1146830,-1.5367980,43
35238000BH0285,2024-192886,1,2024-01-22,Vente,35238,35,Appartement,20,1,123000,48.1161560,-1.6725910,20
35095000AC0785,2024-192888,1,2024-01-04,Vente,35095,35,Maison,123,5,227650,48.5500350,-1.7590790,123
35191083ZK0097,2024-192889,1,2024-01-23,Vente,35191,35,Maison,91,4,82500,48.4603950,-1.3621650,91
35282348AB0004,2024-192892,1,2024-01-12,Vente,35282,35,Maison,145,8,319900,48.3003540,-1.3132470,145
35095000AM0242,2024-192893,1,2024-01-04,Vente,35095,35,Appartement,47,2,135118,48.5537130,-1.7390900,47
353240000B0558,2024-192894,1,2024-01-16,Vente,35324,35,Maison,73,3,95000,48.3102780,-1.1278270,73
35238000DI0579,2024-192895,1,2024-01-04,Vente,35238,35,Appartement,17,1,65000,48.1083150,-1.6807800,17
351180000D0446,2024-192897,1,2024-01-10,Vente,35118,35,Maison,71,4,2e+05,48.2903550,-1.5304320,71
352300000B0529,2024-192898,1,2024-01-23,Vente,35230,35,Maison,103,4,269000,48.4506920,-1.2530920,103
35002000ZT0034,2024-192899,1,2024-01-18,Vente,35002,35,Maison,100,5,266950,48.0099220,-1.4835170,100
35236000AT0191,2024-192900,1,2024-01-19,Vente,35236,35,Maison,106,5,230000,47.6589210,-2.0629400,106
35152000BE0024,2024-192902,1,2024-01-10,Vente,35152,35,Maison,181,6,425000,48.2119280,-1.5034160,181
35221000ZE0122,2024-192903,1,2024-01-10,Vente,35221,35,Maison,56,3,85000,47.8631590,-1.7470260,56
35145000ZN0087,2024-192916,1,2024-01-09,Vente,35145,35,Maison,83,4,145000,47.7352870,-1.8534850,83
352040000B1859,2024-192905,1,2024-01-12,Vente,35204,35,Maison,108,4,190000,48.0309150,-1.5437950,108
35136000AH0129,2024-192906,1,2024-01-16,Vente,35136,35,Appartement,49,2,112000,47.9593190,-1.4998970,49
35152000BH0007,2024-192907,1,2024-01-19,Vente,35152,35,Maison,190,7,420000,48.2081010,-1.5019300,190
35238000AD0055,2024-192908,1,2024-01-10,Vente,35238,35,Appartement,96,4,465815,48.1119920,-1.6904610,96
35238000HS0243,2024-192910,1,2024-01-17,Vente,35238,35,Appartement,68,3,196493,48.1314730,-1.6962430,68
35051000AT0159,2024-192912,1,2024-01-15,Vente,35051,35,Appartement,32,1,110000,48.1140040,-1.6101740,32
35288000BL0416,2024-192914,1,2024-01-12,Vente,35288,35,Appartement,87,3,8e+05,48.6348500,-2.0213410,87
350090000F0055,2024-192917,1,2024-01-17,Vente,35009,35,Maison,24,1,25411.76,48.4982590,-1.7870800,24
352740000A0600,2024-192918,1,2024-01-15,Vente,35274,35,Maison,120,4,276000,48.2487410,-1.6639320,120
35184000AD0625,2024-192919,1,2024-01-15,Vente,35184,35,Appartement,47,2,116800,48.1965380,-2.0483380,47
35253000AE0165,2024-192921,1,2024-01-02,Vente,35253,35,Maison,69,4,179000,48.2574350,-1.3990370,69
35115000AN0551,2024-192922,1,2024-01-17,Vente,35115,35,Appartement,70,3,120000,48.3442270,-1.1905960,70
35238000DL0136,2024-192923,1,2024-01-17,Vente,35238,35,Appartement,55,3,205000,48.1052340,-1.6939580,55
35238000AI0448,2024-192924,1,2024-01-03,Vente,35238,35,Appartement,66,3,215000,48.1108070,-1.7067150,66
35256000AY0159,2024-192928,1,2024-01-15,Vente,35256,35,Appartement,34,2,143000,48.6299120,-2.1333150,34
350930000J1277,2024-192929,1,2024-01-22,Vente,35093,35,Maison,236,5,1046500,48.6321080,-2.0609320,236
350490000C0714,2024-192931,1,2024-01-03,Vente,35049,35,Maison,113,6,298000,48.6804920,-1.8620930,113
35238000AC0371,2024-192932,1,2024-01-16,Vente,35238,35,Appartement,64,3,161650,48.1131650,-1.6809560,64
35115000AK0845,2024-192933,1,2024-01-19,Vente,35115,35,Appartement,64,4,95000,48.3532770,-1.1905330,64
35055000AM0074,2024-192934,1,2024-01-17,Vente,35055,35,Appartement,111,5,320000,48.0819110,-1.6109390,111
350490000C1722,2024-192935,1,2024-01-03,Vente,35049,35,Appartement,47,2,195000,48.6828020,-1.8628700,47
353160000D0052,2024-192936,1,2024-01-15,Vente,35316,35,Maison,82,3,135000,47.7665200,-1.6235830,82
350870000D0004,2024-192937,1,2024-01-17,Vente,35087,35,Maison,118,6,2e+05,48.1081510,-1.3233620,118
35069000AB0561,2024-192940,1,2024-01-12,Vente,35069,35,Maison,90,4,297000,48.0450540,-1.5010280,90
35145000ZY0065,2024-192941,1,2024-01-03,Vente,35145,35,Maison,54,2,30000,47.7129010,-1.8731340,54
35051000AZ0871,2024-192946,1,2024-01-12,Vente,35051,35,Appartement,73,3,218000,48.1102850,-1.6096730,73
351840000C0773,2024-192954,1,2024-01-12,Vente,35184,35,Maison,79,4,236503,48.2165160,-2.0364890,79
35238000AE0407,2024-192956,1,2024-01-08,Vente,35238,35,Appartement,17,1,109570,48.1115470,-1.6874850,17
351850000A0694,2024-192958,1,2024-01-11,Vente,35185,35,Maison,107,5,199900,48.2046810,-1.1449070,107
351850000A0835,2024-192958,1,2024-01-11,Vente,35185,35,Maison,49,2,199900,48.2047650,-1.1444820,49
353160000D0545,2024-192959,1,2024-01-16,Vente,35316,35,Maison,140,3,20000,47.7668240,-1.6231270,140
35196000AH0481,2024-192960,1,2024-01-05,Vente,35196,35,Appartement,70,3,254900,48.0725590,-1.8512300,70
35046000AB0328,2024-192961,1,2024-01-08,Vente,35046,35,Maison,50,3,37500,47.8883650,-2.0439680,50
35351000AB0089,2024-192962,1,2024-01-18,Vente,35351,35,Appartement,85,3,142500,48.0700990,-1.9317600,85
35288000BW1150,2024-192964,1,2024-01-03,Vente,35288,35,Maison,75,4,320000,48.6332970,-1.9877730,75
35257000ZR0127,2024-192968,2,2024-01-23,Vente,35257,35,Maison,36,1,59000,48.4266290,-1.3882180,36
35115000AK0147,2024-192969,1,2024-01-04,Vente,35115,35,Appartement,45,2,65000,48.3525200,-1.1938670,45
352160000A0962,2024-192971,1,2024-01-08,Vente,35216,35,Maison,169,6,318000,48.1911890,-1.8326520,169
35176000ZK0216,2024-192975,1,2024-01-16,Vente,35176,35,Maison,115,5,255500,47.8296820,-1.7989530,115
35210000BI0297,2024-192977,1,2024-01-12,Vente,35210,35,Appartement,93,4,380000,48.1442050,-1.7701920,93
35196000AL0566,2024-192979,1,2024-01-03,Vente,35196,35,Maison,107,5,330000,48.0804440,-1.8385140,107
35238000CZ0222,2024-192980,1,2024-01-17,Vente,35238,35,Appartement,44,2,105000,48.0976390,-1.6879880,44
35288000BL0235,2024-192981,1,2024-01-10,Vente,35288,35,Appartement,110,3,1e+06,48.6355220,-2.0245470,110
35228000ZE0771,2024-192983,1,2024-01-17,Vente,35228,35,Maison,135,5,430000,48.5913670,-2.0538840,135
35131000AB0405,2024-192984,1,2024-01-03,Vente,35131,35,Appartement,40,2,115000,48.1262280,-1.8186410,40
35238000ET0036,2024-192985,1,2024-01-09,Vente,35238,35,Appartement,76,4,169250,48.1189190,-1.7056290,76
35051000AP0116,2024-192986,1,2024-01-19,Vente,35051,35,Maison,159,5,458400,48.1199210,-1.6124440,159
35115000AK0337,2024-192987,1,2024-01-13,Vente,35115,35,Maison,90,3,155250,48.3520600,-1.1897180,90
35281000AV0486,2024-192988,1,2024-01-19,Vente,35281,35,Appartement,61,3,140500,48.0807820,-1.7186180,61
350500000A1388,2024-192989,1,2024-01-02,Vente,35050,35,Maison,131,4,298111,48.2850530,-1.8927750,131
